nom_Person	categorie	nb_Production	aver_Note	sum_numVotes
Oleg Tabakov	director	95	7.2	36639
Ben Frommer	actor	8	8.1	36632
Sheila Carrasco	actress	12	7.8	36629
Natacha Régnier	actress	45	6.7	36626
Francesco Acquaroli	actor	17	7.8	36619
Dylan J. Locke	actor	13	7.2	36618
Ranjith	actor	75	7.8	36618
Ranjith	director	75	7.8	36618
Hoi Mang	actor	43	6.5	36612
Hoi Mang	director	43	6.5	36612
Jim Howick	actor	26	7.7	36580
Abel Jafri	actor	10	7.1	36560
Kristy Yeung	actress	49	6.7	36557
Melissa Molano	actress	21	7.7	36543
Priya Banerjee	actress	29	6.5	36543
Craig Arnold	actor	12	6.9	36540
Marki Bey	actress	13	6.7	36523
Nate Mooney	actor	7	7.3	36521
Renaud Rutten	actor	9	7.4	36520
Frank Lawton	actor	22	7.0	36518
Fennie Yuen	actress	50	7.1	36507
Kate Box	actress	10	8.0	36505
Jason Wingreen	actor	14	8.3	36496
Fan Xu	actress	28	7.1	36491
Stefan de Walle	actor	31	7.0	36483
Donna Corcoran	actress	13	6.8	36477
Ankit Bhardwaj	actor	8	9.1	36473
Katy Wix	actress	19	7.4	36470
Itir Esen	actress	27	8.1	36467
Madalina Craiu	actress	14	8.4	36452
Miki Fujitani	actress	19	7.2	36452
Mohsen Avid	actor	21	6.8	36436
Ha-seon Park	actress	34	7.3	36430
Yurie Kozakai	actress	14	7.8	36424
Yuuki Kuwahara	actress	26	7.2	36416
Todd Grinnell	actor	13	8.0	36414
De'aundre Bonds	actor	21	6.5	36414
Edgar Vivar	actor	29	8.5	36412
Hiroshi Tamaki	actor	69	7.1	36405
Andrea Jeremiah	actress	28	6.6	36402
Louie Elias	actor	7	6.7	36396
Éva Igó	actress	19	6.5	36393
Antti Virmavirta	actor	40	7.0	36382
Lupe Ontiveros	actress	16	6.6	36369
Jean-Henri Compère	actor	15	7.1	36365
Elaine Stewart	actress	23	6.7	36352
Judson Pratt	actor	11	7.0	36348
Douglas Barr	actor	64	6.5	36346
Douglas Barr	director	64	6.5	36346
Malena Villa	actress	22	6.8	36336
Phil Crowley	actor	25	7.6	36335
Walter Chiari	actor	109	6.6	36331
Mads Ousdal	actor	18	6.9	36330
Rebecca Breeds	actress	8	6.6	36320
Tushar Dalvi	actor	34	7.5	36317
Ritwick Chakraborty	actor	73	7.2	36306
Tereza Ramba	actress	35	6.8	36299
Luisa d'Oliveira	actress	13	6.8	36292
Amr Youssef	actor	42	7.3	36288
Eero Aho	actor	24	7.2	36285
Heather Mitchell	actress	27	7.2	36277
Randy Orton	actor	10	6.5	36275
Hubert Delattre	actor	14	7.4	36274
Marjorie Weaver	actress	54	7.2	36272
Alekos Alexandrakis	actor	118	7.1	36271
Emel Sayin	actress	32	7.5	36270
Megan Montaner	actress	20	6.7	36268
Joanna Pettet	actress	43	7.0	36261
Viji Chandrashekhar	actress	14	7.6	36257
Michael Raymond-James	actor	8	8.2	36252
Sally Gray	actress	38	7.1	36251
Koo Kyo-hwan	actor	9	7.6	36251
Ellen Albertini Dow	actress	11	7.6	36250
Robin Duke	actress	31	7.6	36240
Alyy Khan	actor	32	7.0	36238
Yull Jang	actor	12	7.7	36232
Andrea Berntzen	actress	8	7.0	36230
Tamara Mello	actress	13	7.0	36225
Jang Ki-Yong	actor	28	7.1	36225
David Wasson	actor	9	7.6	36222
Adam Cheng	actor	61	6.6	36214
Endy Arfian	actor	20	6.6	36212
Takashi Fujii	actor	28	7.4	36206
Camille Aguilar	actress	8	7.4	36188
Barbara Billingsley	actress	20	7.4	36169
Nam Gi-ae	actress	24	8.3	36165
Susan Hampshire	actress	48	6.9	36155
Didier Pain	actor	11	7.6	36121
Natalie Schafer	actress	13	7.0	36119
Joshua McGuire	actor	9	7.9	36110
Skipp Sudduth	actor	10	7.6	36108
Rubén Aguirre	actor	20	8.5	36107
Stacy Edwards	actress	22	6.8	36103
Im She-mi	actress	20	7.8	36099
Aries Spears	actor	13	7.1	36082
Wouter Hendrickx	actor	23	7.1	36080
Burr Middleton	actor	9	7.6	36077
Barbara Dunkelman	actress	17	6.8	36074
Carel Nel	actor	13	6.5	36069
Vivek Gomber	actor	7	6.8	36058
Peter Paul Muller	actor	37	6.8	36054
Peter McDonald	actor	25	6.6	36041
Nur Sürer	actress	39	7.4	36036
John MacKay	actor	9	7.3	36035
Ramón Valdés	actor	31	8.4	36027
Glen Gould	actor	21	7.6	36025
Carsten Bjørnlund	actor	21	7.1	36025
Owen Patrick Joyner	actor	8	8.1	35996
Prasanna	actor	48	7.1	35995
A.J. Trauth	actor	9	7.3	35990
Neels van Jaarsveld	actor	15	6.8	35989
Sung Hoon	actor	33	7.6	35983
Vishwajeet Pradhan	actor	32	7.0	35981
César Bordón	actor	42	7.1	35981
Ralph James	actor	8	7.1	35978
Demetrius Grosse	actor	12	7.2	35969
Valérie Lagrange	actress	28	7.0	35960
Min-su Choi	actor	64	6.9	35960
Rosa Valetti	actress	9	7.6	35948
Alexis Fields	actress	7	7.7	35945
Devayani	actress	75	7.4	35937
Wataru Hatano	actor	113	6.9	35933
Radner Muratov	actor	10	8.4	35930
Anshuman Pushkar	actor	8	7.7	35924
Misha Sawdagor	actor	51	6.8	35923
Estelle Parsons	actress	24	6.8	35921
Åke Fridell	actor	16	7.5	35907
Yeon-Seo Oh	actress	39	7.5	35893
Stephanie Lee	actress	10	7.9	35893
Pyotr Mamonov	actor	20	7.3	35889
Jafar Panahi	director	19	7.3	35887
Jafar Panahi	actor	19	7.3	35887
Dominique Jennings	actress	15	8.0	35880
Carli Mosier	actress	72	6.8	35877
Amir Mahdi Jule	actor	14	6.5	35871
Marina Massironi	actress	13	7.1	35871
Vincent Kok	actor	65	7.0	35863
Vincent Kok	director	65	7.0	35863
Ravi Kapoor	actor	21	7.0	35855
Ravi Kapoor	director	21	7.0	35855
Mike Evans	actor	7	8.2	35853
Françoise Christophe	actress	26	6.6	35850
Howard McNear	actor	10	8.1	35832
Frances Bavier	actress	10	8.1	35811
Alex Hurt	actor	9	6.9	35808
Aeriél Miranda	actress	10	6.7	35806
Vishwak Sen	actor	16	7.4	35798
Vishwak Sen	director	16	7.4	35798
Christophe Odent	actor	27	6.6	35783
Franco Volpi	actor	12	7.1	35780
Marc Beaupré	actor	27	6.5	35775
Alinne Moraes	actress	37	6.9	35766
Maggie O'Neill	actress	22	6.6	35762
Julie Khaner	actress	15	7.7	35758
Keun-Suk Jang	actor	37	7.0	35754
Goundamani	actor	148	6.7	35751
Gogi Gegechkori	actor	23	7.6	35749
Raimo Grönberg	actor	26	7.2	35722
Douglas Fowley	actor	94	6.5	35721
Douglas Fowley	director	94	6.5	35721
Lars Väringer	actor	15	7.3	35717
Booker Bradshaw	actor	11	6.8	35716
Viktor Bychkov	actor	38	7.4	35695
Josef Kemr	actor	70	7.7	35695
Jonas Nay	actor	31	7.0	35683
Mahmoud Abdel Aziz	actor	108	7.5	35682
Bill Mondy	actor	17	7.1	35678
Sevinç Erbulak	actress	23	6.5	35676
Moran Rosenblatt	actress	18	6.8	35668
Stina Ekblad	actress	48	6.7	35664
Ian Carmichael	actor	33	6.9	35656
Ian Carmichael	director	33	6.9	35656
Gippy Grewal	actor	47	6.7	35655
Gippy Grewal	director	47	6.7	35655
Christian Byers	actor	7	6.5	35652
Caroline Peters	actress	28	7.3	35651
Juanjo Artero	actor	22	6.8	35651
Si-wan Yim	actor	23	7.5	35648
Dorothy Tutin	actress	26	6.9	35641
Craig Anton	actor	13	7.0	35641
Robert Liensol	actor	12	7.4	35639
Abdur Razzak	actor	99	7.4	35621
Abdur Razzak	director	99	7.4	35621
Ville Myllyrinne	actor	25	7.3	35610
Daniel Rigby	actor	12	7.1	35595
Hesham Ismail	actor	21	7.8	35591
Taiten Kusunoki	actor	39	6.9	35572
Robert Morse	actor	30	6.5	35568
Anémone	actress	69	6.5	35562
Agniya Kuznetsova	actress	31	6.9	35558
Tihana Lazovic	actress	22	7.0	35556
Hwang Seok-jeong	actress	20	7.1	35550
Evin Ahmad	actress	9	7.3	35544
Rajeev Sharma	actor	9	7.6	35543
Appukutty	actor	34	7.2	35539
Teo Yoo	actor	16	7.1	35536
Asha Negi	actress	10	7.5	35533
James Hayter	actor	43	6.8	35532
Sairi Itô	actress	41	7.4	35528
Eligio Meléndez	actor	13	6.6	35528
Carlos Villagrán	actor	16	8.5	35527
Grayson Hall	actress	13	6.9	35525
Bilge Zobu	actor	15	7.9	35515
Javier Drolas	actor	16	7.4	35508
Jesper Asholt	actor	31	6.9	35501
Brooke Burns	actress	34	6.6	35492
Corinne Calvet	actress	41	6.6	35490
Isa Miranda	actress	47	7.0	35478
Gawin Caskey	actor	8	8.7	35474
Marsha Warfield	actress	13	7.0	35465
Rod Roddy	actor	10	7.9	35427
Veysel Diker	actor	11	8.4	35412
Shraddha Das	actress	29	6.8	35404
Anais Lee	actress	8	6.5	35402
Ruth McCabe	actress	11	7.8	35400
Tony Nappo	actor	22	6.5	35398
Gord Rand	actor	11	7.2	35394
Allyn Rachel	actress	15	7.5	35384
Emy Storm	actress	16	7.4	35379
Pina Pellicer	actress	10	7.5	35377
Vladimir Ivashov	actor	30	8.0	35374
John O'Hurley	actor	30	7.3	35360
Gilbert Sicotte	actor	37	7.3	35355
Robert Beatty	actor	63	6.8	35344
Max Bremer	actor	11	7.5	35344
Chong-ok Bae	actress	55	8.0	35334
Len Maxwell	actor	10	6.9	35328
Vinaya Prasad	actress	24	8.7	35327
Vanitha Krishnachandran	actress	17	7.7	35322
Taeko Nakanishi	actress	36	7.6	35315
Miguel Ángel Solá	actor	63	6.6	35299
Louis Mahoney	actor	11	7.6	35298
Emy Coligado	actress	14	7.0	35298
Iqbal Khan	director	23	7.0	35297
Iqbal Khan	actor	23	7.0	35297
Peter Kurth	actor	32	6.8	35291
Filiz Akin	actress	206	6.5	35291
Miriam Díaz-Aroca	actress	16	6.9	35291
Hans Löw	actor	23	7.0	35287
Alex Ferns	actor	12	7.3	35269
Senay Gürler	actress	28	7.5	35257
Jason Thorpe	actor	10	7.9	35253
Marie Lohr	actress	15	7.7	35251
Jack Conley	actor	23	6.6	35251
Jan Miner	actress	11	7.5	35251
Rebecca Metz	actress	9	7.8	35218
Mitsuaki Madono	actor	45	7.2	35215
Valente Rodriguez	actor	15	6.5	35204
Valente Rodriguez	director	15	6.5	35204
Barkha Singh	actress	17	7.7	35200
Mosharraf Karim	actor	39	8.1	35199
Andi Vasluianu	actor	37	7.2	35192
Kanaphan Puitrakul	actor	16	8.7	35187
Elisabet Casanovas	actress	15	7.9	35177
Fockeline Ouwerkerk	actress	28	6.9	35176
Dale Wilson	actor	43	6.6	35168
Sheng Chiang	actor	33	6.9	35160
Olivia Ainali	actress	8	7.5	35138
Boris Komnenic	actor	37	8.6	35129
Christopher Rich	actor	21	6.6	35129
Jonathan Higgins	actor	17	7.4	35129
Kaaren Verne	actress	16	6.7	35126
Hamdy Gheith	actor	24	8.7	35125
Chokchai Charoensuk	actor	10	8.6	35124
Rita Blanco	actress	52	7.2	35120
Tannishtha Chatterjee	actress	47	7.1	35095
Tannishtha Chatterjee	director	47	7.1	35095
Henry Lau	actor	14	7.1	35085
Manoj Kumar	actor	118	7.3	35076
Manoj Kumar	director	118	7.3	35076
Serkan Çayoglu	actor	14	7.4	35074
Shôto Kashii	actor	9	7.8	35070
Gibson Gowland	actor	20	7.9	35069
Hyuk-kwon Park	actor	34	7.3	35050
Libero De Rienzo	actor	39	6.5	35050
Mina Anwar	actress	17	7.4	35039
Il-hwa Choi	actor	41	7.4	35039
Hideo Nakaizumi	actor	15	7.6	35023
Stephen E. Miller	actor	12	8.0	35017
Nancy Guild	actress	18	6.7	35014
Ji-On Yoon	actor	11	7.9	35012
Marina Stephenson Kerr	actress	7	7.1	35011
Brian Murphy	actor	51	7.9	35005
Shintarô Asanuma	actor	88	6.7	35000
Christine M. Auten	actress	67	7.7	34990
Angelines Fernández	actress	13	8.6	34988
Kathryn Leigh Scott	actress	34	7.2	34987
Robin Houston	actor	8	7.7	34986
Doug Walker	actor	53	7.2	34980
Joshua Bassett	actor	9	6.7	34974
Marija Bergam	actress	7	8.9	34968
Georges Atlas	actor	35	6.7	34939
Carol-Anne Day	actress	38	8.3	34934
Neslihan Yeldan	actress	18	6.9	34921
Yasser Ali Maher	actor	32	6.6	34920
Andrea Baker	actress	7	7.1	34920
Marc Ruchmann	actor	29	7.0	34914
Takashi Naitô	actor	62	7.5	34912
Shin Dong-mi	actress	30	7.6	34912
Hülya Tuglu	actress	22	8.3	34911
Kay Johnson	actress	30	6.9	34890
Tetta Sugimoto	actor	68	6.6	34890
Vanessa Baden	actress	11	7.8	34888
Allyn Ann McLerie	actress	23	7.2	34885
Junichi Yanagita	actor	15	7.9	34872
Iván Kamarás	actor	29	6.5	34868
David Dixon	actor	11	8.0	34864
Theodor Loos	actor	48	7.9	34864
Peter Spence	actor	12	7.1	34862
Shaun Dingwall	actor	31	7.0	34859
Amir Baay	actor	29	6.7	34848
Jacqueline Toboni	actress	7	6.6	34843
Pekka Strang	actor	26	6.7	34835
Claudia Ferri	actress	18	6.8	34833
H.B. Warner	actor	99	6.5	34829
Seo Yi-Sook	actress	29	8.2	34822
Lloyd Hughes	actor	111	6.6	34816
Rohan Nedd	actor	9	6.5	34812
Zach Smadu	actor	7	7.7	34809
Kürsat Alniaçik	actor	21	7.0	34793
Marisa Laurito	actress	19	6.8	34780
Meagen Fay	actress	22	7.8	34779
Alfred Lynch	actor	22	7.7	34767
Doris Nolan	actress	15	7.7	34754
Güven Murat Akpinar	actor	11	7.7	34750
Ashokan	actor	94	7.7	34746
Ashokan	director	94	7.7	34746
Camila Morgado	actress	28	6.8	34743
Ross Martin	actor	47	7.4	34737
Gabe Fazio	actor	7	6.8	34717
Murat Aygen	actor	12	7.0	34716
J.J. Johnston	actor	10	6.9	34711
Erik LaRay Harvey	actor	9	7.5	34705
Spencer Rothbell	actor	9	6.8	34704
Tanutchai Wijitwongthong	actor	13	8.7	34700
Nebahat Çehre	actress	81	7.2	34700
Reha Özcan	actor	23	7.5	34699
Jean De Baer	actress	7	7.4	34695
Aud Schønemann	actress	52	6.6	34692
Aisling Loftus	actress	16	6.7	34680
Stacey DePass	actress	74	7.2	34677
George Rose	actor	21	7.1	34669
Saira Banu	actress	100	7.6	34659
Fin Argus	actor	10	7.4	34654
Peter Van den Begin	actor	70	6.6	34653
Dong-jun Kim	actor	30	7.1	34653
Helen Lederer	actress	16	8.2	34642
Olivia Hamnett	actress	16	7.0	34642
Kate Berlant	actress	14	6.5	34641
Kim Fields	actress	27	6.8	34637
Mikhail Nazvanov	actor	16	7.7	34630
Anthony Valentine	actor	42	8.0	34629
Marion Marshall	actress	9	6.9	34629
Leonid Gromov	actor	34	6.9	34621
Sally Bretton	actress	14	8.2	34620
Parsa Pirouzfar	actor	42	6.9	34619
Andy McPhee	actor	14	6.8	34600
Lee Boardman	actor	24	6.5	34596
Josh Robert Thompson	actor	11	8.3	34595
Ronny Chieng	actor	16	7.1	34587
Jung Kyung-ho	actor	51	8.0	34581
Brooke Lyons	actress	16	6.5	34573
Boris Milivojevic	actor	33	7.1	34551
Isha Sharvani	actress	13	6.5	34533
Nima ShabanNejad	actor	15	6.6	34531
Richard Panebianco	actor	9	7.2	34515
Levent Üzümcü	actor	14	7.4	34509
Juliette Navis	actress	8	7.7	34504
Kentarô Itô	actor	56	7.1	34496
Takumi Kitamura	actor	46	6.6	34485
Francesco Scianna	actor	28	6.9	34483
Shirley Stoler	actress	7	7.4	34482
Adrian Bower	actor	22	7.0	34481
Michele Austin	actress	14	8.1	34477
Jacques François	actor	37	6.6	34475
Berat Yenilmez	actor	13	6.8	34466
Min-jong Kim	actor	40	7.9	34463
Ronald Leigh-Hunt	actor	14	6.6	34454
Leonor Silveira	actress	34	7.1	34446
Nandu Madhav	actor	19	6.5	34445
Yoo-na Park	actress	7	7.8	34443
Petteri Summanen	actor	32	6.6	34441
Petteri Summanen	director	32	6.6	34441
Chelsey Crisp	actress	17	7.1	34440
Alessandra Negrini	actress	41	7.0	34440
Eddie Kane	actor	12	6.6	34435
Idward	actor	66	6.6	34429
Michael Coulthard	actor	22	7.4	34416
Deniz Celiloglu	actor	23	7.3	34415
Arieh Worthalter	actor	22	6.5	34410
Nozomi Sasaki	actress	45	7.2	34403
Nobuko Miyamoto	actress	32	7.6	34372
Savannah Lee May	actress	9	8.1	34364
Elizabeth McLaughlin	actress	9	7.1	34364
Barbara Laage	actress	35	7.2	34346
Ümmü Putgül	actress	10	7.3	34343
Manuel Blanc	actor	40	6.8	34339
Fatemah Motamed-Aria	actress	58	6.5	34333
Jasmin Hamid	actress	8	7.6	34328
Marián Labuda	actor	42	7.2	34326
Pat Heywood	actress	18	7.3	34325
Assi Cohen	actor	21	7.4	34324
Tamiyo Kusakari	actress	10	7.7	34323
Emma Lung	actress	17	6.6	34323
Patrick Baladi	actor	32	6.5	34316
Suk Mun	actress	18	8.1	34315
Basil Radford	actor	26	7.1	34302
Akihiro Tomikawa	actor	8	7.4	34287
Sandra Kinder	actress	7	7.6	34269
Christina Hecke	actress	28	6.7	34268
Anna Lise Phillips	actress	14	7.0	34258
Maria Dragus	actress	19	7.0	34245
Kim Ga-eun	actress	26	8.0	34245
Stephen Kearin	actor	7	8.2	34240
Don Kennedy	actor	11	7.6	34238
Daisuke Kirii	actor	15	8.1	34236
Tully Marshall	actor	90	6.6	34232
Abby Miller	actress	15	7.5	34230
Kapil Sharma	actor	16	6.5	34225
Kapil Sharma	director	16	6.5	34225
Humayun Saeed	actor	31	7.0	34223
Alfredo Landa	actor	137	6.6	34222
Osman Cavci	actor	17	8.4	34220
Benja Bruijning	actor	29	6.6	34218
Öznur Serçeler	actress	15	6.9	34215
Markus Knüfken	actor	39	7.3	34204
Carlo Bonomi	actor	22	7.6	34202
Mark Stoddard	actor	33	7.4	34191
Alfonso Tort	actor	11	7.5	34187
Dorothy Provine	actress	24	6.5	34180
Jarod Joseph	actor	12	6.9	34173
Pia Tjelta	actress	26	6.8	34170
Natalie Hoover	actress	37	7.0	34160
Rapulana Seiphemo	actor	14	7.2	34146
Camilla Beeput	actress	11	7.1	34139
Nathalie Poza	actress	31	6.7	34139
Elizabeth Patterson	actress	40	7.4	34117
Goga Kapoor	actor	53	7.4	34117
Carl Anthony Payne II	actor	41	7.2	34116
Bindu Desai	actress	205	6.7	34104
Vasan Bala	actor	10	7.6	34098
Vasan Bala	director	10	7.6	34098
Bruno Mello	actor	11	6.6	34092
Wai Lam	actor	55	7.3	34089
Ivan Bonar	actor	9	6.9	34089
Thomas Thieme	actor	70	6.6	34088
Richard Brancatisano	actor	18	7.1	34079
Eric Server	actor	7	6.7	34078
Keith Nobbs	actor	9	7.9	34072
Sinitta Boonyasak	actress	8	7.5	34072
Kishore Kumar	actor	114	7.8	34071
Kishore Kumar	director	114	7.8	34071
Petar Bencina	actor	10	8.6	34070
Donovan Patton	actor	12	6.8	34070
Daniel Sauli	actor	7	7.9	34064
Yu Chun Park	actor	19	7.1	34061
Bharath Srinivasan	actor	54	6.8	34051
Horacio Gómez Bolaños	actor	11	8.6	34042
Guðrún Gísladóttir	actress	14	7.7	34040
Jo Martin	actress	15	6.6	34032
Erin Mathews	actress	45	7.1	34021
Maria Kavoyianni	actress	25	7.4	34016
Audrey Meadows	actress	8	7.3	34014
Wilfrid Lawson	actor	41	7.5	34012
Francis L. Sullivan	actor	54	6.9	34001
Arvin Kananian	actor	15	6.8	33999
Priscilla Faia	actress	8	7.0	33999
Tom Fahn	actor	15	8.3	33996
Kanu Bannerjee	actor	14	8.3	33969
Lucy Gordon	actress	11	6.6	33968
Nam Yoon-Su	actor	14	7.8	33967
Takaya Hashi	actor	45	7.7	33964
Ahmet Rifat Sungar	actor	24	6.8	33950
Jan Vostrcil	actor	9	7.3	33948
Bobby Darin	actor	17	6.8	33940
Tyger Drew-Honey	actor	13	7.8	33932
Adam Bay	actor	10	6.8	33930
Chad Doreck	actor	14	6.8	33922
Farid Shawqi	actor	268	7.0	33918
Anneke Blok	actress	38	6.7	33916
Richard van Weyden	actor	7	6.7	33907
Sadhu Kokila	actor	158	7.6	33905
Sadhu Kokila	director	158	7.6	33905
Joy Mathew	actor	53	7.2	33897
Joy Mathew	director	53	7.2	33897
Kaoru Mizuhara	actress	27	7.1	33895
José Iturbi	actor	14	6.9	33878
Andreas Schröders	actor	8	7.3	33873
Takashi Miike	director	185	7.5	33873
Takashi Miike	actor	185	7.5	33873
Luke Aikman	actor	7	6.7	33866
Sue Johnston	actress	35	7.7	33856
Peter Coonan	actor	26	7.1	33849
Sin-hye Hwang	actress	36	7.9	33848
Jang Hye-jin	actress	22	8.0	33844
Antonina Maksimova	actress	12	8.2	33842
Zhanna Prokhorenko	actress	30	8.1	33828
Yung-I Chang	actor	9	8.0	33827
Tristan Göbel	actor	12	6.9	33826
Lewis Lovhaug	actor	64	7.4	33823
Lewis Lovhaug	director	64	7.4	33823
Joshua Tomar	actor	19	8.5	33823
Anne Tenney	actress	8	7.6	33804
Kazuya Tatekabe	actor	85	7.4	33792
Clive Mantle	actor	14	7.7	33788
Nova Pilbeam	actress	19	6.8	33780
Charles Farrell	actor	81	7.1	33775
Ryôko Shiraishi	actress	91	7.3	33768
Barbara Bates	actress	24	6.5	33768
Neil Casey	actor	18	6.7	33761
Paula Malia	actress	16	6.7	33755
Quinta Brunson	actress	17	7.2	33748
Eva van der Gucht	actress	27	6.9	33743
Earl Boen	actor	32	6.8	33743
Jacque Drew	actress	7	6.8	33743
Sigurður Sigurjónsson	actor	26	6.9	33742
Sigurður Sigurjónsson	director	26	6.9	33742
Ahmed Mekky	director	17	7.4	33740
Ahmed Mekky	actor	17	7.4	33740
Håkan Serner	actor	26	7.0	33739
Sebastian Bezzel	actor	54	6.8	33738
Yôko Asagami	actress	92	7.4	33737
Patty Shepard	actress	34	6.8	33733
Jan Ohlsson	actor	14	7.4	33733
Reina Kondou	actress	21	7.8	33732
Ivo Gregurevic	actor	92	6.9	33728
Mars Callahan	director	7	6.7	33728
Mars Callahan	actor	7	6.7	33728
Kazuyuki Sogabe	actor	39	7.3	33727
Chen Li	actor	31	6.7	33710
Dean O'Gorman	actor	39	6.9	33701
Pavel Trávnícek	actor	18	7.6	33700
Hiroko Emori	actress	44	8.3	33691
David Tate	actor	9	8.0	33678
David Chandler	actor	14	7.0	33675
Giorgos Foundas	actor	92	7.4	33672
Lena Wisborg	actress	12	7.4	33671
Lusia Strus	actress	8	8.0	33665
Ashok Selvan	actor	20	7.6	33662
Tanner Stine	actor	7	7.3	33659
Kim Hye-yoon	actress	17	7.3	33657
Xosha Roquemore	actress	7	7.4	33650
Simon Jones	actor	8	8.0	33644
Ophélia Kolb	actress	16	8.2	33641
Helena Albergaria	actress	7	7.6	33635
Hugo Arana	actor	63	7.1	33630
Katarina Radivojevic	actress	32	6.9	33630
Daniel Ivernel	actor	21	7.2	33629
Madeleine Robinson	actress	73	7.0	33628
Lubna Salim	actress	9	8.1	33622
Godehard Giese	actor	50	6.9	33620
Tim O'Connor	actor	32	6.9	33613
Tim O'Connor	director	32	6.9	33613
Kristen Thomson	actress	7	7.7	33612
Nancy Lenehan	actress	15	7.1	33609
Meral Orhonsay	actress	49	7.1	33607
Aditi Balan	actress	7	7.2	33600
Edgar Garcia	actor	7	7.8	33598
Emel Çölgeçen	actress	25	7.4	33591
Steve Le Marquand	actor	10	6.8	33591
Saravanan	actor	23	7.6	33586
Saravanan	director	23	7.6	33586
Reginaldo Faria	actor	68	7.5	33582
Reginaldo Faria	director	68	7.5	33582
Engin Senkan	actor	15	7.1	33576
Ivana	actress	8	8.1	33575
Ken Kercheval	actor	20	6.9	33571
Seung-woo Kim	actor	53	7.0	33566
Seung-woo Kim	director	53	7.0	33566
Desi Arnaz Jr.	actor	38	6.5	33554
Cem Cücenoglu	actor	9	7.9	33539
Clare Grogan	actress	16	7.0	33537
Toshiyuki Toyonaga	actor	71	7.3	33531
Tamer Levent	actor	24	7.3	33528
Pai Wei	actor	12	7.1	33523
Eun-Jin Ahn	actress	16	8.0	33520
Maria Pia Casilio	actress	11	8.0	33508
Ivo Garrani	actor	45	6.5	33505
Christopher Knight	actor	20	6.6	33495
George Reeves	actor	51	6.5	33488
Paul Ready	actor	8	7.6	33480
Myles Pollard	actor	10	6.5	33466
Carman Lee	actress	53	7.0	33463
Nina Meurisse	actress	18	7.3	33455
James Krishna Floyd	actor	19	6.7	33452
Stephen Caffrey	actor	22	7.5	33451
Gulcin Kultur Sahin	actress	10	7.4	33446
Christian Tappan	actor	32	7.8	33445
Mike Road	actor	29	7.3	33437
Betty Schuurman	actress	7	7.7	33429
Peter Fitz	actor	31	7.8	33421
Katsuji Mori	actor	90	7.8	33405
Mika Kanai	actress	82	7.8	33400
Dogu Erkan	actress	8	8.5	33396
Bruce McKinnon	actor	7	8.1	33393
Benjamin McLaughlin	actor	14	7.5	33393
Jay Lee	director	20	6.7	33391
Jay Lee	actor	20	6.7	33391
Firat Altunmese	actor	17	6.9	33390
Jue Huang	actor	47	7.0	33388
Jessica St. Clair	actress	18	6.9	33375
Jarmo Mäkinen	actor	15	6.6	33373
Evan Roderick	actor	9	7.4	33365
Robin Das	actor	13	6.8	33360
Robin Das	director	13	6.8	33360
Tom Amandes	actor	21	6.6	33358
Kevin Daniels	actor	23	7.2	33356
Brad Hawkins	actor	23	7.0	33342
Ursula Jeans	actress	12	7.4	33339
Sevda Ferdag	actress	128	7.9	33338
Douglass Montgomery	actor	40	6.9	33335
Mike Haimoto	actor	15	7.2	33333
Alexander Beyer	actor	51	6.8	33328
Stanley Ridges	actor	41	6.5	33327
Dolores Hart	actress	17	6.7	33327
Phromphiriya Thongputtaruk	actor	8	8.8	33322
Myriam Sirois	actress	11	7.2	33322
Aleksandra Konieczna	actress	17	7.5	33312
Alperen Duymaz	actor	19	7.2	33312
Dennis Day	actor	24	6.5	33307
Song Young-chang	actor	27	7.0	33302
Michelle Keegan	actress	7	8.0	33298
Rojda Demirer	actress	20	6.8	33292
Adam Wylie	actor	28	6.9	33288
Kôji Nanbara	actor	33	7.2	33285
Ignacio López Tarso	actor	97	7.5	33282
Youssef El Sherif	actor	42	7.2	33281
Ingrid Rubio	actress	47	6.7	33271
Dragomir Bojanic-Gidra	actor	78	7.0	33270
Willow Shields	actress	10	7.4	33268
Stephen Boxer	actor	17	7.6	33267
Fernand Ledoux	actor	50	7.2	33246
Jae-yoon Lee	actor	26	8.0	33241
Reinhard Kolldehoff	actor	40	6.5	33237
Briony Glassco	actress	7	6.7	33235
Avneet Kaur	actress	10	7.2	33232
Hyun-Woo Lee	actor	47	6.8	33228
Kelsey Maher	actress	39	7.6	33177
Jeff Johnson	actor	12	7.6	33176
Jeff Johnson	director	12	7.6	33176
Hee-kyung Jin	actress	47	7.5	33167
Bill Braudis	actor	12	8.2	33161
Yi-yeong Shim	actress	37	6.8	33159
Richard Bright	actor	12	6.7	33156
Marshall Napier	actor	29	6.5	33155
Aleksey Panin	actor	28	7.1	33147
Vanessa Aleksander	actress	11	7.0	33138
Ibrahim Koma	actor	12	7.1	33137
Eugene Brave Rock	actor	8	7.4	33129
Eve Plumb	actress	21	6.7	33126
Judy Alice Lee	actress	8	7.9	33124
Laila Berzins	actress	25	7.5	33103
Axel Milberg	actor	97	6.8	33096
William Bogert	actor	11	7.2	33094
Rachanun Mahawan	actress	11	8.8	33093
John Rothman	actor	10	7.3	33091
Charlotte Best	actress	19	6.7	33089
Rituparna Sengupta	actress	124	7.2	33073
Jack Ellis	actor	17	8.0	33066
Ari Ozawa	actress	66	6.7	33062
Mi-na Kang	actress	12	8.1	33062
Marta Dusseldorp	actress	42	7.3	33058
